id,timestamp,sensor,t,h
36025,2024-11-29 00:52:28.786281+00,flora-d22-esquina,23.1,43.1
36354,2024-11-29 01:04:10.190977+00,secado-d4,24.9,43
29118,2024-11-28 19:24:55.815172+00,secado-d4,24.9,41
29301,2024-11-28 19:34:23.841894+00,flora-d4-interno,24.9,42.5
29588,2024-11-28 19:44:24.426613+00,secado-d4,24.9,41
29875,2024-11-28 19:55:13.021148+00,flora-d4-interno,22,57.6
30162,2024-11-28 20:09:03.918741+00,flora-d4-interno,22.1,59.9
30345,2024-11-28 20:18:29.560916+00,flora-d4-interno,23.8,49.6
30632,2024-11-28 20:32:55.705086+00,flora-d22-esquina,24.8,49.3
30919,2024-11-28 20:47:26.728132+00,flora-d4-interno,24.9,43.2
31206,2024-11-28 21:01:52.61834+00,flora-d4-interno,25,43.8
31493,2024-11-28 21:16:18.382324+00,flora-d4-interno,25.1,43.8
31887,2024-11-28 21:35:55.742961+00,flora-d4-interno,25,43.1
32174,2024-11-28 21:50:21.699356+00,flora-d22-esquina,25,47.6
32461,2024-11-28 22:04:52.934218+00,flora-d4-interno,22.5,53.7
32748,2024-11-28 22:19:30.137093+00,flora-d4-interno,24.3,45.8
33035,2024-11-28 22:34:07.466475+00,flora-d4-interno,24.8,43.8
33322,2024-11-28 22:48:33.255678+00,flora-d4-interno,25,43.4
33731,2024-11-28 23:08:57.123737+00,flora-d4-interno,24.8,42.7
34018,2024-11-28 23:23:22.762967+00,flora-d4-interno,24.6,42.5
34305,2024-11-28 23:37:48.797243+00,flora-d22-esquina,25.1,46.7
34592,2024-11-28 23:51:16.690738+00,flora-d4-interno,24.4,42.4
34879,2024-11-29 00:05:42.555261+00,flora-d22-esquina,24.2,57.6
35166,2024-11-29 00:20:08.424544+00,flora-d22-esquina,23.6,48.8
35453,2024-11-29 00:30:21.865297+00,secado-d4,24.9,42
35765,2024-11-29 00:42:38.146035+00,secado-d4,24.9,43
36026,2024-11-29 00:52:34.166556+00,flora-d4-interno,22.9,39.7
36355,2024-11-29 01:04:14.417074+00,flora-d4-interno,22.7,39.8
29119,2024-11-28 19:24:57.97689+00,flora-d4-interno,24.9,42.7
29302,2024-11-28 19:34:24.229266+00,flora-d22-esquina,24.9,47.7
29589,2024-11-28 19:44:29.592199+00,flora-d4-interno,22.4,53.9
29876,2024-11-28 19:55:13.409577+00,flora-d22-esquina,24,60.6
30163,2024-11-28 20:09:04.305407+00,flora-d22-esquina,24,63
30346,2024-11-28 20:18:29.941682+00,flora-d22-esquina,24.4,57.2
30633,2024-11-28 20:33:01.093373+00,flora-d4-interno,24.9,43.8
30920,2024-11-28 20:47:27.115303+00,flora-d22-esquina,25,48.3
31207,2024-11-28 21:01:52.99932+00,flora-d22-esquina,25.1,48.5
31494,2024-11-28 21:16:18.769151+00,flora-d22-esquina,25.1,48.9
31888,2024-11-28 21:35:56.125253+00,flora-d22-esquina,25.1,47.9
32175,2024-11-28 21:50:27.085752+00,flora-d4-interno,25,42.9
32462,2024-11-28 22:04:53.322206+00,flora-d22-esquina,24.3,56.1
32749,2024-11-28 22:19:30.52241+00,flora-d22-esquina,24.7,51.2
33036,2024-11-28 22:34:07.852838+00,flora-d22-esquina,25.2,48.8
33323,2024-11-28 22:48:33.640983+00,flora-d22-esquina,25.3,48.1
33732,2024-11-28 23:08:57.506881+00,flora-d22-esquina,25.2,47
34019,2024-11-28 23:23:23.144018+00,flora-d22-esquina,25.2,47.2
34306,2024-11-28 23:37:54.178853+00,flora-d4-interno,24.6,42.5
34593,2024-11-28 23:51:17.07872+00,flora-d22-esquina,25,46.2
34880,2024-11-29 00:05:47.944495+00,flora-d4-interno,22.5,55.7
35167,2024-11-29 00:20:13.806698+00,flora-d4-interno,23.3,43
35454,2024-11-29 00:30:25.289922+00,flora-d4-interno,23.2,40.4
35766,2024-11-29 00:42:38.682616+00,flora-d4-interno,23,40
36027,2024-11-29 00:52:34.555205+00,flora-d22-esquina,23.1,43
36356,2024-11-29 01:04:14.804314+00,flora-d22-esquina,22.9,43.6
29120,2024-11-28 19:24:58.364024+00,flora-d22-esquina,24.9,47.2
29303,2024-11-28 19:34:26.404982+00,secado-d4,24.9,41
29590,2024-11-28 19:44:29.812622+00,secado-d4,24.9,41
29877,2024-11-28 19:55:18.796004+00,flora-d4-interno,22,57.6
30164,2024-11-28 20:09:09.689873+00,flora-d4-interno,22.1,59.8
30347,2024-11-28 20:18:35.677029+00,flora-d22-esquina,24.4,57
30634,2024-11-28 20:33:01.480383+00,flora-d22-esquina,24.8,49.1
30921,2024-11-28 20:47:32.502626+00,flora-d4-interno,24.9,43.3
31208,2024-11-28 21:01:58.389043+00,flora-d4-interno,25,43.8
31495,2024-11-28 21:16:24.148294+00,flora-d4-interno,25.1,43.8
31889,2024-11-28 21:36:01.510237+00,flora-d4-interno,25,42.9
32176,2024-11-28 21:50:27.470002+00,flora-d22-esquina,25,47.2
32463,2024-11-28 22:04:58.711902+00,flora-d4-interno,22.5,53.8
32750,2024-11-28 22:19:35.910171+00,flora-d4-interno,24.3,45.7
33037,2024-11-28 22:34:13.233873+00,flora-d4-interno,24.8,43.9
33324,2024-11-28 22:48:39.030242+00,flora-d4-interno,25,43.6
33733,2024-11-28 23:09:02.887995+00,flora-d4-interno,24.8,43
34020,2024-11-28 23:23:28.531338+00,flora-d4-interno,24.7,42.6
34307,2024-11-28 23:37:54.563899+00,flora-d22-esquina,25.1,46.5
34594,2024-11-28 23:51:22.460896+00,flora-d4-interno,24.4,42.7
34881,2024-11-29 00:05:48.332742+00,flora-d22-esquina,24.2,57.8
35168,2024-11-29 00:20:14.195008+00,flora-d22-esquina,23.6,48.7
35455,2024-11-29 00:30:25.675359+00,flora-d22-esquina,23.4,44.1
35767,2024-11-29 00:42:39.069955+00,flora-d22-esquina,23.1,43.9
36028,2024-11-29 00:52:38.424666+00,secado-d4,24.9,42
36357,2024-11-29 01:04:15.577958+00,secado-d4,24.9,43
29121,2024-11-28 19:25:01.201734+00,secado-d4,24.9,41
29304,2024-11-28 19:34:29.609839+00,flora-d4-interno,24.9,42.4
29591,2024-11-28 19:44:29.977813+00,flora-d22-esquina,24.2,56.5
29878,2024-11-28 19:55:19.17657+00,flora-d22-esquina,24,60.7
30165,2024-11-28 20:09:10.070806+00,flora-d22-esquina,23.9,62.8
30348,2024-11-28 20:18:41.064635+00,flora-d4-interno,23.9,49.4
30635,2024-11-28 20:33:06.869173+00,flora-d4-interno,24.9,43.8
30922,2024-11-28 20:47:32.890859+00,flora-d22-esquina,25,48.2
31209,2024-11-28 21:01:58.775344+00,flora-d22-esquina,25.1,48.6
31496,2024-11-28 21:16:24.529416+00,flora-d22-esquina,25,48.4
31890,2024-11-28 21:36:01.897199+00,flora-d22-esquina,25.1,48.6
32177,2024-11-28 21:50:32.855827+00,flora-d4-interno,25,42.7
32464,2024-11-28 22:04:59.09991+00,flora-d22-esquina,24.3,56.4
32751,2024-11-28 22:19:36.294374+00,flora-d22-esquina,24.7,50.6
33038,2024-11-28 22:34:13.621571+00,flora-d22-esquina,25.2,48.5
33325,2024-11-28 22:48:39.417617+00,flora-d22-esquina,25.3,48
33734,2024-11-28 23:09:03.274972+00,flora-d22-esquina,25.3,46.4
34021,2024-11-28 23:23:28.918222+00,flora-d22-esquina,25.2,46.6
34308,2024-11-28 23:37:59.943672+00,flora-d4-interno,24.5,42.5
34595,2024-11-28 23:51:22.848677+00,flora-d22-esquina,25,46.1
34882,2024-11-29 00:05:53.721664+00,flora-d4-interno,22.5,55.5
35169,2024-11-29 00:20:19.577856+00,flora-d4-interno,23.3,43.2
35456,2024-11-29 00:30:27.246986+00,secado-d4,24.9,43
35768,2024-11-29 00:42:43.532246+00,secado-d4,24.9,43
36029,2024-11-29 00:52:39.943097+00,flora-d4-interno,22.9,39.7
36358,2024-11-29 01:04:20.185029+00,flora-d4-interno,22.7,39.7
29122,2024-11-28 19:25:03.74409+00,flora-d4-interno,24.9,42.6
29305,2024-11-28 19:34:29.996752+00,flora-d22-esquina,24.9,48.7
29592,2024-11-28 19:44:35.198917+00,secado-d4,24.9,41
29879,2024-11-28 19:55:24.56482+00,flora-d4-interno,22,57.5
30166,2024-11-28 20:09:15.458619+00,flora-d4-interno,22.2,59.8
30349,2024-11-28 20:18:41.449937+00,flora-d22-esquina,24.4,57.6
30636,2024-11-28 20:33:07.256542+00,flora-d22-esquina,24.8,49.1
30923,2024-11-28 20:47:38.272359+00,flora-d4-interno,24.9,43.1
31210,2024-11-28 21:02:04.164173+00,flora-d4-interno,25,43.8
31497,2024-11-28 21:16:29.917298+00,flora-d4-interno,25.1,43.6
31891,2024-11-28 21:36:07.276245+00,flora-d4-interno,25,43.1
32178,2024-11-28 21:50:33.236736+00,flora-d22-esquina,25,46.9
32465,2024-11-28 22:05:04.489157+00,flora-d4-interno,22.5,53.5
32752,2024-11-28 22:19:41.674384+00,flora-d4-interno,24.3,45.5
33039,2024-11-28 22:34:19.005791+00,flora-d4-interno,24.8,43.8
33326,2024-11-28 22:48:44.806691+00,flora-d4-interno,25,43.5
33735,2024-11-28 23:09:08.661345+00,flora-d4-interno,24.9,42.7
34022,2024-11-28 23:23:34.307105+00,flora-d4-interno,24.6,42.8
34309,2024-11-28 23:38:00.331351+00,flora-d22-esquina,25.1,45.8
34596,2024-11-28 23:51:28.240618+00,flora-d4-interno,24.4,43
34883,2024-11-29 00:05:54.107471+00,flora-d22-esquina,24.2,58
35170,2024-11-29 00:20:19.965628+00,flora-d22-esquina,23.6,48.3
35457,2024-11-29 00:30:31.058194+00,flora-d4-interno,23.2,40.4
35769,2024-11-29 00:42:44.456862+00,flora-d4-interno,22.9,40
36030,2024-11-29 00:52:40.325383+00,flora-d22-esquina,23.1,43
36072,2024-11-29 00:54:31.601098+00,flora-d4-interno,22.8,39.8
36359,2024-11-29 01:04:20.572068+00,flora-d22-esquina,22.9,43.1
36507,2024-11-29 01:18:08.958557+00,flora-d4-interno,22.5,39.6
29123,2024-11-28 19:25:04.130024+00,flora-d22-esquina,24.9,46.9
29306,2024-11-28 19:34:35.383885+00,flora-d4-interno,24.9,42.6
29593,2024-11-28 19:44:35.365968+00,flora-d4-interno,22.4,53.9
29880,2024-11-28 19:55:24.951878+00,flora-d22-esquina,24,61
30167,2024-11-28 20:09:15.845729+00,flora-d22-esquina,24,62.8
30350,2024-11-28 20:18:46.838048+00,flora-d4-interno,23.9,49.1
30637,2024-11-28 20:33:12.646276+00,flora-d4-interno,24.9,43.6
30924,2024-11-28 20:47:38.653142+00,flora-d22-esquina,25,48.7
31211,2024-11-28 21:02:04.54726+00,flora-d22-esquina,25,49
31498,2024-11-28 21:16:30.299061+00,flora-d22-esquina,25.1,49.2
31892,2024-11-28 21:36:07.663303+00,flora-d22-esquina,25.1,48.2
32179,2024-11-28 21:50:38.625651+00,flora-d4-interno,25,42.7
32466,2024-11-28 22:05:04.876236+00,flora-d22-esquina,24.3,55.9
32753,2024-11-28 22:19:42.056479+00,flora-d22-esquina,24.7,51.4
33040,2024-11-28 22:34:19.385224+00,flora-d22-esquina,25.2,48.2
33327,2024-11-28 22:48:45.196001+00,flora-d22-esquina,25.3,47.5
33736,2024-11-28 23:09:09.047404+00,flora-d22-esquina,25.3,46.1
34023,2024-11-28 23:23:34.694178+00,flora-d22-esquina,25.2,46.5
34310,2024-11-28 23:38:05.720246+00,flora-d4-interno,24.6,42.4
34597,2024-11-28 23:51:28.627922+00,flora-d22-esquina,25.1,46.1
34884,2024-11-29 00:05:59.492934+00,flora-d4-interno,22.5,55.6
35171,2024-11-29 00:20:25.347995+00,flora-d4-interno,23.3,42.9
35458,2024-11-29 00:30:31.445975+00,flora-d22-esquina,23.4,44.8
35770,2024-11-29 00:42:44.837593+00,flora-d22-esquina,23.1,43.8
36031,2024-11-29 00:52:43.805331+00,secado-d4,24.9,43
36073,2024-11-29 00:54:32.004574+00,flora-d22-esquina,23,43
36360,2024-11-29 01:04:20.965585+00,secado-d4,24.9,43
36508,2024-11-29 01:18:09.381879+00,flora-d22-esquina,22.8,42.7
29124,2024-11-28 19:25:06.58904+00,secado-d4,24.9,41
29307,2024-11-28 19:34:35.770362+00,flora-d22-esquina,24.9,47.9
29594,2024-11-28 19:44:35.745863+00,flora-d22-esquina,24.2,56.2
29881,2024-11-28 19:55:30.341525+00,flora-d4-interno,22,57.8
30168,2024-11-28 20:09:21.233714+00,flora-d4-interno,22.2,59.9
30351,2024-11-28 20:18:47.21998+00,flora-d22-esquina,24.4,56.3
30638,2024-11-28 20:33:13.034977+00,flora-d22-esquina,24.8,49
30925,2024-11-28 20:47:44.041362+00,flora-d4-interno,25,43.1
31212,2024-11-28 21:02:09.937637+00,flora-d4-interno,25,44.1
31499,2024-11-28 21:16:35.6838+00,flora-d4-interno,25.1,43.7
31893,2024-11-28 21:36:13.048102+00,flora-d4-interno,25,43.2
32180,2024-11-28 21:50:39.005945+00,flora-d22-esquina,25,47.2
32467,2024-11-28 22:05:10.262328+00,flora-d4-interno,22.5,53.2
32754,2024-11-28 22:19:47.441797+00,flora-d4-interno,24.3,45.4
33041,2024-11-28 22:34:24.767887+00,flora-d4-interno,24.8,43.9
33328,2024-11-28 22:48:50.583892+00,flora-d4-interno,25,43.3
33737,2024-11-28 23:09:14.430262+00,flora-d4-interno,24.8,42.6
34024,2024-11-28 23:23:40.079373+00,flora-d4-interno,24.6,42.9
34311,2024-11-28 23:38:06.10808+00,flora-d22-esquina,25.1,46
34598,2024-11-28 23:51:34.016037+00,flora-d4-interno,24.4,43.6
34885,2024-11-29 00:05:59.879634+00,flora-d22-esquina,24.2,57.8
35172,2024-11-29 00:20:25.735587+00,flora-d22-esquina,23.6,48.2
35459,2024-11-29 00:30:32.634392+00,secado-d4,24.9,43
35771,2024-11-29 00:42:48.912629+00,secado-d4,24.9,43
36032,2024-11-29 00:52:45.706246+00,flora-d4-interno,22.9,39.7
36074,2024-11-29 00:54:37.396203+00,flora-d4-interno,22.8,39.7
36361,2024-11-29 01:04:25.959065+00,flora-d4-interno,22.7,39.7
36509,2024-11-29 01:18:14.138926+00,secado-d4,24.9,43
29125,2024-11-28 19:25:09.510996+00,flora-d4-interno,24.9,42.5
29308,2024-11-28 19:34:41.157844+00,flora-d4-interno,24.9,42.6
29595,2024-11-28 19:44:40.584337+00,secado-d4,24.8,41
29882,2024-11-28 19:55:30.727967+00,flora-d22-esquina,24,60.9
30169,2024-11-28 20:09:21.614991+00,flora-d22-esquina,24,62.9
30352,2024-11-28 20:18:52.608985+00,flora-d4-interno,24,48.8
30639,2024-11-28 20:33:18.423728+00,flora-d4-interno,24.9,43.7
30926,2024-11-28 20:47:44.427112+00,flora-d22-esquina,25,49.5
31213,2024-11-28 21:02:10.325173+00,flora-d22-esquina,25.1,48.6
31500,2024-11-28 21:16:36.072372+00,flora-d22-esquina,25,49.5
31894,2024-11-28 21:36:13.436149+00,flora-d22-esquina,25.1,47.8
32181,2024-11-28 21:50:44.389837+00,flora-d4-interno,25,42.7
32468,2024-11-28 22:05:10.651599+00,flora-d22-esquina,24.2,55.9
32755,2024-11-28 22:19:47.82237+00,flora-d22-esquina,24.7,51
33042,2024-11-28 22:34:25.155454+00,flora-d22-esquina,25.2,48.2
33329,2024-11-28 22:48:50.967783+00,flora-d22-esquina,25.3,47.6
33738,2024-11-28 23:09:14.817575+00,flora-d22-esquina,25.3,46.4
34025,2024-11-28 23:23:40.466299+00,flora-d22-esquina,25.2,46.3
34312,2024-11-28 23:38:11.495488+00,flora-d4-interno,24.5,42.3
34599,2024-11-28 23:51:34.404887+00,flora-d22-esquina,25.1,46.5
34886,2024-11-29 00:06:05.269641+00,flora-d4-interno,22.5,55.7
35173,2024-11-29 00:20:31.122618+00,flora-d4-interno,23.3,42.8
35460,2024-11-29 00:30:36.832924+00,flora-d4-interno,23.2,40.3
35772,2024-11-29 00:42:50.217858+00,flora-d4-interno,22.9,39.8
36033,2024-11-29 00:52:46.086362+00,flora-d22-esquina,23.1,43.2
36075,2024-11-29 00:54:37.783083+00,flora-d22-esquina,23.1,42.9
36362,2024-11-29 01:04:26.339054+00,flora-d22-esquina,22.9,43.1
36510,2024-11-29 01:18:14.840135+00,flora-d4-interno,22.5,39.6
29126,2024-11-28 19:25:09.901783+00,flora-d22-esquina,24.9,47.8
29309,2024-11-28 19:34:41.544005+00,flora-d22-esquina,24.9,47.2
29596,2024-11-28 19:44:41.132646+00,flora-d4-interno,22.4,53.9
29883,2024-11-28 19:55:36.116687+00,flora-d4-interno,22,58.2
30170,2024-11-28 20:10:01.335283+00,flora-d4-interno,22.2,59.9
30353,2024-11-28 20:18:52.996954+00,flora-d22-esquina,24.4,55.9
30640,2024-11-28 20:33:18.810321+00,flora-d22-esquina,24.8,49.3
30927,2024-11-28 20:47:49.811839+00,flora-d4-interno,24.9,43.1
31214,2024-11-28 21:02:15.711293+00,flora-d4-interno,25,44
31501,2024-11-28 21:16:41.45939+00,flora-d4-interno,25.1,43.7
31895,2024-11-28 21:36:18.81329+00,flora-d4-interno,25,43.1
32182,2024-11-28 21:50:44.778376+00,flora-d22-esquina,25,47.7
32469,2024-11-28 22:05:16.040514+00,flora-d4-interno,22.5,53.4
32756,2024-11-28 22:19:53.209256+00,flora-d4-interno,24.4,45.4
33043,2024-11-28 22:34:30.538824+00,flora-d4-interno,24.8,43.9
33330,2024-11-28 22:48:56.354672+00,flora-d4-interno,25,43.5
33739,2024-11-28 23:09:20.206023+00,flora-d4-interno,24.8,42.7
34026,2024-11-28 23:23:45.85621+00,flora-d4-interno,24.6,42.6
34313,2024-11-28 23:38:11.87623+00,flora-d22-esquina,25.1,46.5
34600,2024-11-28 23:51:39.78692+00,flora-d4-interno,24.3,43.9
34887,2024-11-29 00:06:05.656855+00,flora-d22-esquina,24.2,57.9
35174,2024-11-29 00:20:31.504683+00,flora-d22-esquina,23.6,48
35461,2024-11-29 00:30:37.213615+00,flora-d22-esquina,23.4,44
35773,2024-11-29 00:42:50.604935+00,flora-d22-esquina,23.1,43.6
36034,2024-11-29 00:52:49.191542+00,secado-d4,24.9,43
36076,2024-11-29 00:54:40.104857+00,secado-d4,24.9,43
36363,2024-11-29 01:04:26.344391+00,secado-d4,24.9,43
36511,2024-11-29 01:18:15.228641+00,flora-d22-esquina,22.8,43
29127,2024-11-28 19:25:15.283978+00,flora-d4-interno,24.9,42.7
29310,2024-11-28 19:34:46.93281+00,flora-d4-interno,24.9,42.6
29597,2024-11-28 19:44:41.513784+00,flora-d22-esquina,24.2,56.1
29884,2024-11-28 19:55:36.497617+00,flora-d22-esquina,24,62
30171,2024-11-28 20:10:01.759351+00,flora-d22-esquina,23.9,63
30354,2024-11-28 20:18:58.384616+00,flora-d4-interno,24,48.8
30641,2024-11-28 20:33:24.199198+00,flora-d4-interno,24.9,43.8
30928,2024-11-28 20:47:50.200261+00,flora-d22-esquina,25,48.7
31215,2024-11-28 21:02:16.098404+00,flora-d22-esquina,25.1,49
31502,2024-11-28 21:16:41.842153+00,flora-d22-esquina,25.1,49.2
31896,2024-11-28 21:36:19.199436+00,flora-d22-esquina,25.1,47.2
32183,2024-11-28 21:50:50.165671+00,flora-d4-interno,25,42.7
32470,2024-11-28 22:05:16.429603+00,flora-d22-esquina,24.2,56
32757,2024-11-28 22:19:53.589407+00,flora-d22-esquina,24.7,51.1
33044,2024-11-28 22:34:30.925624+00,flora-d22-esquina,25.2,48.3
33331,2024-11-28 22:48:56.744986+00,flora-d22-esquina,25.3,47.9
33740,2024-11-28 23:09:20.592746+00,flora-d22-esquina,25.3,46.8
34027,2024-11-28 23:23:46.236394+00,flora-d22-esquina,25.2,46.8
34314,2024-11-28 23:38:17.256791+00,flora-d4-interno,24.6,42.6
34601,2024-11-28 23:51:40.174257+00,flora-d22-esquina,25,46.7
34888,2024-11-29 00:06:11.046372+00,flora-d4-interno,22.5,55.8
35175,2024-11-29 00:20:36.891996+00,flora-d4-interno,23.3,42.8
35462,2024-11-29 00:30:38.019813+00,secado-d4,24.9,43
35774,2024-11-29 00:42:54.301688+00,secado-d4,24.9,43
36035,2024-11-29 00:52:51.46658+00,flora-d4-interno,22.9,39.8
36077,2024-11-29 00:54:43.170855+00,flora-d4-interno,22.8,39.7
36364,2024-11-29 01:04:31.720913+00,flora-d4-interno,22.7,39.7
36512,2024-11-29 01:18:20.646086+00,flora-d4-interno,22.5,39.5
29128,2024-11-28 19:25:15.663263+00,flora-d22-esquina,24.9,47.7
29311,2024-11-28 19:34:47.313036+00,flora-d22-esquina,24.9,47.5
29598,2024-11-28 19:44:46.900537+00,flora-d4-interno,22.4,53.9
29885,2024-11-28 19:55:41.886948+00,flora-d4-interno,22,58.1
30172,2024-11-28 20:10:07.306722+00,flora-d4-interno,22.2,59.9
30355,2024-11-28 20:18:58.77161+00,flora-d22-esquina,24.4,56.2
30642,2024-11-28 20:33:24.586166+00,flora-d22-esquina,24.8,49.2
30929,2024-11-28 20:47:55.588283+00,flora-d4-interno,25,43.2
31216,2024-11-28 21:02:21.486091+00,flora-d4-interno,25,43.8
31503,2024-11-28 21:16:47.222279+00,flora-d4-interno,25.1,43.9
31897,2024-11-28 21:36:24.582761+00,flora-d4-interno,25,43
32184,2024-11-28 21:50:50.550008+00,flora-d22-esquina,25.1,47.6
32471,2024-11-28 22:05:21.819824+00,flora-d4-interno,22.5,53.7
32758,2024-11-28 22:19:58.976045+00,flora-d4-interno,24.4,45.4
33045,2024-11-28 22:34:36.306874+00,flora-d4-interno,24.9,43.8
33332,2024-11-28 22:49:02.132877+00,flora-d4-interno,25,43.5
33741,2024-11-28 23:09:25.980833+00,flora-d4-interno,24.8,42.9
34028,2024-11-28 23:23:51.624442+00,flora-d4-interno,24.7,42.5
34315,2024-11-28 23:38:17.645565+00,flora-d22-esquina,25.1,46.3
34602,2024-11-28 23:51:45.556029+00,flora-d4-interno,24.3,44.3
34889,2024-11-29 00:06:11.433007+00,flora-d22-esquina,24.2,58
35176,2024-11-29 00:20:37.279707+00,flora-d22-esquina,23.6,48.1
35463,2024-11-29 00:30:42.602007+00,flora-d4-interno,23.2,40.2
35775,2024-11-29 00:42:55.985012+00,flora-d4-interno,23,39.8
36036,2024-11-29 00:52:51.846499+00,flora-d22-esquina,23.1,43.2
36078,2024-11-29 00:54:43.557922+00,flora-d22-esquina,23,43.1
36365,2024-11-29 01:04:31.725696+00,secado-d4,24.9,43
36513,2024-11-29 01:18:21.03412+00,flora-d22-esquina,22.8,42.8
29129,2024-11-28 19:25:17.324112+00,secado-d4,24.9,41
29312,2024-11-28 19:34:52.700686+00,flora-d4-interno,24.9,42.4
29599,2024-11-28 19:44:47.288293+00,flora-d22-esquina,24.2,56.3
29886,2024-11-28 19:55:42.274631+00,flora-d22-esquina,24,61.2
30173,2024-11-28 20:10:07.6988+00,flora-d22-esquina,23.9,63.5
30356,2024-11-28 20:19:04.159011+00,flora-d4-interno,24,48.9
30643,2024-11-28 20:33:29.975292+00,flora-d4-interno,24.9,43.9
30930,2024-11-28 20:47:55.97522+00,flora-d22-esquina,25,48.2
31217,2024-11-28 21:02:21.870445+00,flora-d22-esquina,25,48.7
31504,2024-11-28 21:16:47.609453+00,flora-d22-esquina,25,48.5
31898,2024-11-28 21:36:24.963346+00,flora-d22-esquina,25.1,47.7
32185,2024-11-28 21:50:55.929899+00,flora-d4-interno,25,42.8
32472,2024-11-28 22:05:22.200365+00,flora-d22-esquina,24.2,56.2
32759,2024-11-28 22:19:59.360453+00,flora-d22-esquina,24.7,50.8
33046,2024-11-28 22:34:36.693798+00,flora-d22-esquina,25.2,48.6
33333,2024-11-28 22:49:02.513762+00,flora-d22-esquina,25.3,48.4
33742,2024-11-28 23:09:26.367634+00,flora-d22-esquina,25.3,46.7
34029,2024-11-28 23:23:52.011309+00,flora-d22-esquina,25.2,46.8
34316,2024-11-28 23:38:23.035212+00,flora-d4-interno,24.6,42.6
34603,2024-11-28 23:51:45.942724+00,flora-d22-esquina,25,46.5
34890,2024-11-29 00:06:16.821916+00,flora-d4-interno,22.5,55.8
35177,2024-11-29 00:20:42.662802+00,flora-d4-interno,23.3,42.9
35464,2024-11-29 00:30:42.989043+00,flora-d22-esquina,23.4,44.1
35776,2024-11-29 00:42:56.364961+00,flora-d22-esquina,23.1,43.7
36037,2024-11-29 00:52:57.58756+00,flora-d22-esquina,23.1,42.9
36079,2024-11-29 00:54:45.484535+00,secado-d4,24.9,43
36366,2024-11-29 01:04:32.103897+00,flora-d22-esquina,22.9,43.3
36514,2024-11-29 01:18:24.945206+00,secado-d4,24.9,43
29130,2024-11-28 19:25:21.044039+00,flora-d4-interno,24.9,42.6
29313,2024-11-28 19:34:53.087856+00,flora-d22-esquina,24.9,47.9
29600,2024-11-28 19:44:51.327695+00,secado-d4,24.9,41
29887,2024-11-28 19:55:47.656339+00,flora-d4-interno,22,57.6
30174,2024-11-28 20:10:13.168493+00,flora-d4-interno,22.2,59.5
30357,2024-11-28 20:19:04.545797+00,flora-d22-esquina,24.4,56.3
30644,2024-11-28 20:33:30.362165+00,flora-d22-esquina,24.8,48.8
30931,2024-11-28 20:48:01.365092+00,flora-d4-interno,24.9,43.2
31218,2024-11-28 21:02:27.258428+00,flora-d4-interno,25,43.9
31505,2024-11-28 21:16:52.993841+00,flora-d4-interno,25.1,43.7
31899,2024-11-28 21:36:30.341204+00,flora-d4-interno,25,43.2
32186,2024-11-28 21:50:56.311738+00,flora-d22-esquina,25,47.3
32473,2024-11-28 22:05:27.588304+00,flora-d4-interno,22.5,53.9
32760,2024-11-28 22:20:04.746286+00,flora-d4-interno,24.4,45.2
33047,2024-11-28 22:34:42.073657+00,flora-d4-interno,24.9,43.7
33334,2024-11-28 22:49:07.896818+00,flora-d4-interno,25,43.5
33743,2024-11-28 23:09:31.754207+00,flora-d4-interno,24.8,42.7
34030,2024-11-28 23:23:57.400333+00,flora-d4-interno,24.6,42.5
34317,2024-11-28 23:38:23.422395+00,flora-d22-esquina,25.1,45.7
34604,2024-11-28 23:51:51.328894+00,flora-d4-interno,24.3,44.4
34891,2024-11-29 00:06:17.203652+00,flora-d22-esquina,24.2,58.1
35178,2024-11-29 00:20:43.043641+00,flora-d22-esquina,23.6,48.4
35465,2024-11-29 00:30:43.401523+00,secado-d4,24.9,42
35777,2024-11-29 00:42:59.6875+00,secado-d4,24.9,43
36038,2024-11-29 00:52:59.934241+00,secado-d4,24.9,43
36080,2024-11-29 00:54:48.94507+00,flora-d4-interno,22.8,39.8
36367,2024-11-29 01:04:37.107074+00,secado-d4,24.9,43
36515,2024-11-29 01:18:26.436353+00,flora-d4-interno,22.5,39.5
29131,2024-11-28 19:25:21.424148+00,flora-d22-esquina,24.9,47.5
29314,2024-11-28 19:34:58.475373+00,flora-d4-interno,24.9,42.6
29601,2024-11-28 19:44:52.673397+00,flora-d4-interno,22.4,54
29888,2024-11-28 19:55:48.043913+00,flora-d22-esquina,24,60.8
30175,2024-11-28 20:10:13.552937+00,flora-d22-esquina,23.9,63.5
30358,2024-11-28 20:19:09.933684+00,flora-d4-interno,24,48.7
30645,2024-11-28 20:33:35.748119+00,flora-d4-interno,24.9,43.7
30932,2024-11-28 20:48:01.752345+00,flora-d22-esquina,25,49.7
31219,2024-11-28 21:02:27.646267+00,flora-d22-esquina,25.1,48.5
31506,2024-11-28 21:16:53.374584+00,flora-d22-esquina,25.1,48.9
31900,2024-11-28 21:36:30.721322+00,flora-d22-esquina,25.1,48.2
32187,2024-11-28 21:51:01.699767+00,flora-d4-interno,25,42.7
32474,2024-11-28 22:05:27.968412+00,flora-d22-esquina,24.2,56.4
32761,2024-11-28 22:20:05.134373+00,flora-d22-esquina,24.7,51.6
33048,2024-11-28 22:34:42.461844+00,flora-d22-esquina,25.2,48.6
