id,timestamp,sensor,t,h
34768,2024-11-28 23:59:44.87574+00,flora-d22-esquina,25,53.7
35055,2024-11-29 00:14:15.720265+00,flora-d4-interno,22,57.3
35342,2024-11-29 00:26:28.840639+00,flora-d4-interno,23.2,40.9
35629,2024-11-29 00:36:49.799662+00,secado-d4,24.9,42
35654,2024-11-29 00:38:53.643049+00,flora-d4-interno,23.1,39.9
35915,2024-11-29 00:48:43.750884+00,flora-d22-esquina,23.1,43
36244,2024-11-29 01:00:24.009819+00,flora-d22-esquina,23,43.3
36679,2024-11-29 01:23:53.174162+00,secado-d4,24.9,43
29008,2024-11-28 19:21:18.787535+00,flora-d4-interno,24.8,42.8
29478,2024-11-28 19:40:43.888024+00,secado-d4,24.9,41
29765,2024-11-28 19:50:19.52998+00,secado-d4,24.9,41
30052,2024-11-28 20:03:41.213716+00,flora-d22-esquina,23.9,62.9
30235,2024-11-28 20:13:06.807797+00,flora-d22-esquina,23.9,63.3
30522,2024-11-28 20:27:38.27432+00,flora-d22-esquina,24.8,50
30809,2024-11-28 20:42:03.913293+00,flora-d22-esquina,25,49
31096,2024-11-28 20:56:00.358244+00,flora-d4-interno,24.9,43.4
31383,2024-11-28 21:10:20.809354+00,flora-d22-esquina,25.1,48.7
31670,2024-11-28 21:24:51.920334+00,flora-d4-interno,25,43.2
31777,2024-11-28 21:30:38.320742+00,flora-d4-interno,25,43.2
32064,2024-11-28 21:45:04.383+00,flora-d22-esquina,25.1,47.4
32351,2024-11-28 21:59:35.603117+00,flora-d4-interno,22.7,51.6
32638,2024-11-28 22:13:32.681513+00,flora-d22-esquina,24.5,57.6
32925,2024-11-28 22:28:15.087293+00,flora-d4-interno,24.6,43.3
33212,2024-11-28 22:42:35.706391+00,flora-d22-esquina,25.3,48.2
33499,2024-11-28 22:57:07.21469+00,flora-d22-esquina,25.4,47.5
33621,2024-11-28 23:03:39.729844+00,flora-d4-interno,24.9,42.6
33908,2024-11-28 23:18:05.339733+00,flora-d4-interno,24.7,42.9
34195,2024-11-28 23:31:56.266259+00,flora-d4-interno,24.6,42.3
34482,2024-11-28 23:46:22.431889+00,flora-d22-esquina,25.1,46.7
34769,2024-11-28 23:59:50.257019+00,flora-d4-interno,23.1,52.7
35056,2024-11-29 00:14:16.100855+00,flora-d22-esquina,23.7,60
35343,2024-11-29 00:26:29.227875+00,flora-d22-esquina,23.5,45.2
35630,2024-11-29 00:36:52.322361+00,flora-d4-interno,23.1,39.9
35655,2024-11-29 00:38:54.023726+00,flora-d22-esquina,23.2,43.5
35916,2024-11-29 00:48:47.143879+00,secado-d4,24.9,43
36245,2024-11-29 01:00:24.319866+00,secado-d4,24.9,43
36680,2024-11-29 01:23:55.344158+00,flora-d4-interno,22.5,39.4
29009,2024-11-28 19:21:19.174887+00,flora-d22-esquina,24.9,48.4
29479,2024-11-28 19:40:44.575918+00,flora-d4-interno,22.9,50.5
29766,2024-11-28 19:50:21.654768+00,flora-d4-interno,22.3,56.7
30053,2024-11-28 20:03:46.599817+00,flora-d4-interno,22.1,58.9
30236,2024-11-28 20:13:12.19702+00,flora-d4-interno,22.1,60.3
30523,2024-11-28 20:27:43.661151+00,flora-d4-interno,24.9,44.2
30810,2024-11-28 20:42:09.301076+00,flora-d4-interno,25.1,43.1
31097,2024-11-28 20:56:00.739266+00,flora-d22-esquina,25,47.7
31384,2024-11-28 21:10:26.197435+00,flora-d4-interno,25,43.6
31671,2024-11-28 21:24:52.307175+00,flora-d22-esquina,25.1,48.5
31778,2024-11-28 21:30:38.705382+00,flora-d22-esquina,25.1,47.7
32065,2024-11-28 21:45:09.771942+00,flora-d4-interno,25,42.6
32352,2024-11-28 21:59:35.98423+00,flora-d22-esquina,24.4,53.6
32639,2024-11-28 22:13:38.06244+00,flora-d4-interno,22.4,55.2
32926,2024-11-28 22:28:15.474184+00,flora-d22-esquina,24.8,48.5
33213,2024-11-28 22:42:41.086969+00,flora-d4-interno,24.9,43.8
33500,2024-11-28 22:57:12.594644+00,flora-d4-interno,24.9,42.7
33622,2024-11-28 23:03:40.119272+00,flora-d22-esquina,25.3,47.4
33909,2024-11-28 23:18:05.728001+00,flora-d22-esquina,25.2,47
34196,2024-11-28 23:31:56.647342+00,flora-d22-esquina,25.2,46.4
34483,2024-11-28 23:46:27.812173+00,flora-d4-interno,24.4,42.6
34770,2024-11-28 23:59:50.645328+00,flora-d22-esquina,24.9,53.6
35057,2024-11-29 00:14:21.486587+00,flora-d4-interno,22,57.3
35344,2024-11-29 00:26:29.442223+00,secado-d4,24.9,43
35631,2024-11-29 00:36:52.702534+00,flora-d22-esquina,23.2,43.5
35656,2024-11-29 00:38:57.591868+00,secado-d4,24.9,43
35917,2024-11-29 00:48:49.131443+00,flora-d4-interno,22.9,39.6
36246,2024-11-29 01:00:29.38991+00,flora-d4-interno,22.8,39.8
36681,2024-11-29 01:23:55.732063+00,flora-d22-esquina,22.7,42.7
29010,2024-11-28 19:21:20.55398+00,secado-d4,24.9,41
29480,2024-11-28 19:40:44.963039+00,flora-d22-esquina,24.2,53.6
29767,2024-11-28 19:50:22.042045+00,flora-d22-esquina,24,59.1
30054,2024-11-28 20:03:46.984845+00,flora-d22-esquina,23.9,62.8
30237,2024-11-28 20:13:12.576812+00,flora-d22-esquina,23.9,63.6
30524,2024-11-28 20:27:44.05038+00,flora-d22-esquina,24.8,49.7
30811,2024-11-28 20:42:09.688117+00,flora-d22-esquina,24.9,48.8
31098,2024-11-28 20:56:06.12027+00,flora-d4-interno,24.9,43.3
31385,2024-11-28 21:10:26.58329+00,flora-d22-esquina,25.1,48.9
31672,2024-11-28 21:24:57.687399+00,flora-d4-interno,25,43.1
31779,2024-11-28 21:30:44.09396+00,flora-d4-interno,25,43
32066,2024-11-28 21:45:10.160025+00,flora-d22-esquina,25.1,47.1
32353,2024-11-28 21:59:41.363336+00,flora-d4-interno,22.7,51.5
32640,2024-11-28 22:13:38.450375+00,flora-d22-esquina,24.4,57.6
32927,2024-11-28 22:28:20.862193+00,flora-d4-interno,24.6,43.4
33214,2024-11-28 22:42:41.467596+00,flora-d22-esquina,25.3,48.6
33501,2024-11-28 22:57:12.981842+00,flora-d22-esquina,25.4,47
33623,2024-11-28 23:03:45.499273+00,flora-d4-interno,24.9,42.5
33910,2024-11-28 23:18:11.117348+00,flora-d4-interno,24.7,42.8
34197,2024-11-28 23:32:36.403957+00,flora-d4-interno,24.6,42.2
34484,2024-11-28 23:46:28.200078+00,flora-d22-esquina,25.1,47
34771,2024-11-28 23:59:56.033748+00,flora-d4-interno,23.1,52.6
35058,2024-11-29 00:14:21.874407+00,flora-d22-esquina,23.7,60
35345,2024-11-29 00:26:34.609811+00,flora-d4-interno,23.2,40.9
35632,2024-11-29 00:36:55.186622+00,secado-d4,24.9,43
35657,2024-11-29 00:38:59.411998+00,flora-d4-interno,23.1,39.9
35918,2024-11-29 00:48:49.517586+00,flora-d22-esquina,23.1,43.5
36247,2024-11-29 01:00:29.708116+00,secado-d4,24.9,43
36682,2024-11-29 01:23:58.561204+00,secado-d4,24.9,43
29011,2024-11-28 19:21:24.917198+00,flora-d22-esquina,24.9,47.7
29481,2024-11-28 19:40:49.270002+00,secado-d4,24.9,41
29768,2024-11-28 19:50:27.428866+00,flora-d4-interno,22.2,56.5
30055,2024-11-28 20:03:52.377558+00,flora-d4-interno,22.1,58.7
30238,2024-11-28 20:13:17.965996+00,flora-d4-interno,22.1,60.5
30525,2024-11-28 20:27:49.437742+00,flora-d4-interno,24.9,44.1
30812,2024-11-28 20:42:15.077403+00,flora-d4-interno,25,43.1
31099,2024-11-28 20:56:06.502249+00,flora-d22-esquina,25,48.1
31386,2024-11-28 21:10:31.963223+00,flora-d4-interno,24.9,43.7
31673,2024-11-28 21:24:58.07586+00,flora-d22-esquina,25.1,48.4
31780,2024-11-28 21:30:44.481491+00,flora-d22-esquina,25.1,47.7
32067,2024-11-28 21:45:15.543828+00,flora-d4-interno,25,42.5
32354,2024-11-28 21:59:41.750821+00,flora-d22-esquina,24.4,53.7
32641,2024-11-28 22:13:43.834504+00,flora-d4-interno,22.4,55.2
32928,2024-11-28 22:28:21.243052+00,flora-d22-esquina,24.8,47.6
33215,2024-11-28 22:42:46.84839+00,flora-d4-interno,24.9,43.7
33502,2024-11-28 22:57:18.370141+00,flora-d4-interno,24.9,42.8
33624,2024-11-28 23:03:45.880818+00,flora-d22-esquina,25.3,47.7
33911,2024-11-28 23:18:11.505176+00,flora-d22-esquina,25.2,47
34198,2024-11-28 23:32:36.863819+00,flora-d22-esquina,25.2,46.3
34485,2024-11-28 23:46:33.587048+00,flora-d4-interno,24.4,42.6
34772,2024-11-28 23:59:56.420971+00,flora-d22-esquina,25,53.6
35059,2024-11-29 00:14:27.263787+00,flora-d4-interno,22,57.2
35346,2024-11-29 00:26:34.823831+00,secado-d4,24.9,42
35633,2024-11-29 00:36:58.089558+00,flora-d4-interno,23.1,39.9
35658,2024-11-29 00:38:59.798949+00,flora-d22-esquina,23.2,43.6
35919,2024-11-29 00:48:52.523338+00,secado-d4,24.9,43
36248,2024-11-29 01:00:29.769364+00,flora-d22-esquina,22.9,43.1
36683,2024-11-29 01:24:01.120859+00,flora-d4-interno,22.5,39.3
29012,2024-11-28 19:21:25.934925+00,secado-d4,24.9,41
29482,2024-11-28 19:40:50.34592+00,flora-d4-interno,22.9,50.5
29769,2024-11-28 19:50:27.816402+00,flora-d22-esquina,24,59.1
30056,2024-11-28 20:03:52.757864+00,flora-d22-esquina,23.9,62.6
30239,2024-11-28 20:13:18.346657+00,flora-d22-esquina,23.9,63.6
30526,2024-11-28 20:27:49.818736+00,flora-d22-esquina,24.8,49.5
30813,2024-11-28 20:42:15.466557+00,flora-d22-esquina,25,49
31100,2024-11-28 20:56:46.46135+00,flora-d4-interno,24.9,43.4
31387,2024-11-28 21:10:32.343355+00,flora-d22-esquina,25.1,49.2
31674,2024-11-28 21:25:03.456378+00,flora-d4-interno,25,43.1
31781,2024-11-28 21:30:49.864143+00,flora-d4-interno,25,43.1
32068,2024-11-28 21:45:15.926881+00,flora-d22-esquina,25.1,47.4
32355,2024-11-28 21:59:47.130365+00,flora-d4-interno,22.7,51.4
32642,2024-11-28 22:13:44.222158+00,flora-d22-esquina,24.4,57.9
32929,2024-11-28 22:28:26.628218+00,flora-d4-interno,24.6,43.4
33216,2024-11-28 22:42:47.2358+00,flora-d22-esquina,25.3,48.7
33503,2024-11-28 22:57:18.750698+00,flora-d22-esquina,25.3,46.7
33625,2024-11-28 23:03:51.268762+00,flora-d4-interno,24.9,42.6
33912,2024-11-28 23:18:16.888257+00,flora-d4-interno,24.7,43
34199,2024-11-28 23:32:42.40411+00,flora-d4-interno,24.6,42.4
34486,2024-11-28 23:46:33.975131+00,flora-d22-esquina,25.1,46.5
34773,2024-11-29 00:00:01.809911+00,flora-d4-interno,23.1,52.8
35060,2024-11-29 00:14:27.650927+00,flora-d22-esquina,23.7,60.1
35347,2024-11-29 00:26:34.99589+00,flora-d22-esquina,23.5,44.6
35634,2024-11-29 00:36:58.478365+00,flora-d22-esquina,23.2,43.7
35659,2024-11-29 00:39:02.972782+00,secado-d4,24.9,43
35920,2024-11-29 00:48:54.903565+00,flora-d4-interno,22.9,39.7
36249,2024-11-29 01:00:35.088071+00,secado-d4,24.9,43
36684,2024-11-29 01:24:01.502241+00,flora-d22-esquina,22.7,42.7
29013,2024-11-28 19:21:30.298029+00,flora-d4-interno,24.8,42.7
29483,2024-11-28 19:40:50.731772+00,flora-d22-esquina,24.3,53.9
29770,2024-11-28 19:50:30.271776+00,secado-d4,24.8,41
30057,2024-11-28 20:03:58.144856+00,flora-d4-interno,22.1,59
30240,2024-11-28 20:13:23.730869+00,flora-d4-interno,22.1,60.2
30527,2024-11-28 20:27:55.207304+00,flora-d4-interno,24.9,43.9
30814,2024-11-28 20:42:20.857179+00,flora-d4-interno,25,43.2
31101,2024-11-28 20:56:46.917173+00,flora-d22-esquina,25,48.2
31388,2024-11-28 21:10:37.724174+00,flora-d4-interno,24.9,43.7
31675,2024-11-28 21:25:03.836361+00,flora-d22-esquina,25.1,48.5
31782,2024-11-28 21:30:50.251214+00,flora-d22-esquina,25,47.7
32069,2024-11-28 21:45:21.317877+00,flora-d4-interno,25,42.5
32356,2024-11-28 21:59:47.510448+00,flora-d22-esquina,24.4,53.8
32643,2024-11-28 22:13:49.60326+00,flora-d4-interno,22.4,55.4
32930,2024-11-28 22:28:27.016168+00,flora-d22-esquina,24.9,48
33217,2024-11-28 22:42:52.620794+00,flora-d4-interno,24.9,43.9
33504,2024-11-28 22:57:24.137746+00,flora-d4-interno,24.9,42.7
33626,2024-11-28 23:03:51.65906+00,flora-d22-esquina,25.3,47.5
33913,2024-11-28 23:18:17.275248+00,flora-d22-esquina,25.2,46.9
34200,2024-11-28 23:32:42.800568+00,flora-d22-esquina,25.2,46.6
34487,2024-11-28 23:46:39.357653+00,flora-d4-interno,24.4,42.8
34774,2024-11-29 00:00:02.197057+00,flora-d22-esquina,24.9,53.8
35061,2024-11-29 00:14:33.038632+00,flora-d4-interno,22,57.3
35348,2024-11-29 00:26:40.205951+00,secado-d4,24.9,43
35635,2024-11-29 00:37:03.864696+00,flora-d4-interno,23.1,40
35660,2024-11-29 00:39:05.186292+00,flora-d4-interno,23.1,39.9
35921,2024-11-29 00:48:55.284583+00,flora-d22-esquina,23.1,43.1
36250,2024-11-29 01:00:35.156025+00,flora-d4-interno,22.8,39.8
36685,2024-11-29 01:24:03.949128+00,secado-d4,24.9,43
29014,2024-11-28 19:21:30.684087+00,flora-d22-esquina,24.9,47.8
29484,2024-11-28 19:40:54.658074+00,secado-d4,24.9,41
29771,2024-11-28 19:50:33.201028+00,flora-d4-interno,22.2,56.4
30058,2024-11-28 20:03:58.530971+00,flora-d22-esquina,23.9,63.1
30241,2024-11-28 20:13:24.118774+00,flora-d22-esquina,23.9,63.8
30528,2024-11-28 20:27:55.593577+00,flora-d22-esquina,24.8,49.5
30815,2024-11-28 20:42:21.248199+00,flora-d22-esquina,24.9,48.9
31102,2024-11-28 20:56:52.415078+00,flora-d4-interno,24.8,43.3
31389,2024-11-28 21:10:38.110882+00,flora-d22-esquina,25.1,48.5
31676,2024-11-28 21:25:09.219393+00,flora-d4-interno,25,43.2
31783,2024-11-28 21:30:55.641262+00,flora-d4-interno,25,43.1
32070,2024-11-28 21:45:21.70003+00,flora-d22-esquina,25.1,47.6
32357,2024-11-28 21:59:52.893339+00,flora-d4-interno,22.7,51.4
32644,2024-11-28 22:13:49.984125+00,flora-d22-esquina,24.4,58
32931,2024-11-28 22:28:32.402339+00,flora-d4-interno,24.6,43.6
33218,2024-11-28 22:42:53.007736+00,flora-d22-esquina,25.3,48.3
33505,2024-11-28 22:57:24.525441+00,flora-d22-esquina,25.3,46.8
33627,2024-11-28 23:03:57.050354+00,flora-d4-interno,24.9,42.6
33914,2024-11-28 23:18:22.664415+00,flora-d4-interno,24.7,43
34201,2024-11-28 23:32:48.266082+00,flora-d4-interno,24.6,42.3
34488,2024-11-28 23:46:39.739272+00,flora-d22-esquina,25.1,46.6
34775,2024-11-29 00:00:07.579825+00,flora-d4-interno,23.1,52.9
35062,2024-11-29 00:14:33.426656+00,flora-d22-esquina,23.6,60.1
35349,2024-11-29 00:26:40.385749+00,flora-d4-interno,23.2,40.7
35636,2024-11-29 00:37:04.245567+00,flora-d22-esquina,23.2,43.6
35661,2024-11-29 00:39:05.568129+00,flora-d22-esquina,23.2,43.6
35922,2024-11-29 00:48:57.903632+00,secado-d4,24.9,43
36251,2024-11-29 01:00:35.542514+00,flora-d22-esquina,22.9,43.1
36686,2024-11-29 01:24:06.890977+00,flora-d4-interno,22.5,39.4
29015,2024-11-28 19:21:31.322155+00,secado-d4,24.9,41
29485,2024-11-28 19:40:56.119973+00,flora-d4-interno,22.8,50.8
29772,2024-11-28 19:50:33.586749+00,flora-d22-esquina,24,59.6
30059,2024-11-28 20:04:03.918624+00,flora-d4-interno,22,59.3
30242,2024-11-28 20:13:29.509282+00,flora-d4-interno,22.1,59.5
30529,2024-11-28 20:28:00.980487+00,flora-d4-interno,24.9,44.1
30816,2024-11-28 20:42:26.637365+00,flora-d4-interno,25,43.2
31103,2024-11-28 20:56:52.800476+00,flora-d22-esquina,25,48.1
31390,2024-11-28 21:10:43.497338+00,flora-d4-interno,24.9,43.6
31677,2024-11-28 21:25:09.606233+00,flora-d22-esquina,25.1,48.5
31784,2024-11-28 21:30:56.022327+00,flora-d22-esquina,25.1,47.9
32071,2024-11-28 21:45:27.089931+00,flora-d4-interno,25,42.7
32358,2024-11-28 21:59:53.278272+00,flora-d22-esquina,24.4,53.7
32645,2024-11-28 22:13:55.371575+00,flora-d4-interno,22.4,55.7
32932,2024-11-28 22:28:32.78307+00,flora-d22-esquina,24.8,48.6
33219,2024-11-28 22:42:58.38864+00,flora-d4-interno,24.9,44
33506,2024-11-28 22:57:29.914492+00,flora-d4-interno,24.9,43
33628,2024-11-28 23:03:57.437376+00,flora-d22-esquina,25.3,46.8
33915,2024-11-28 23:18:23.052255+00,flora-d22-esquina,25.2,47.2
34202,2024-11-28 23:32:48.657876+00,flora-d22-esquina,25.1,45.9
34489,2024-11-28 23:46:45.127496+00,flora-d4-interno,24.4,42.7
34776,2024-11-29 00:00:07.964755+00,flora-d22-esquina,24.9,54
35063,2024-11-29 00:14:38.814817+00,flora-d4-interno,22,57.4
35350,2024-11-29 00:26:40.776023+00,flora-d22-esquina,23.5,44.6
35637,2024-11-29 00:37:05.91873+00,secado-d4,24.9,43
35662,2024-11-29 00:39:10.951914+00,flora-d4-interno,23.1,39.8
35923,2024-11-29 00:49:00.664036+00,flora-d4-interno,22.9,39.7
36252,2024-11-29 01:00:40.474469+00,secado-d4,24.9,43
36687,2024-11-29 01:24:07.272122+00,flora-d22-esquina,22.7,43
29016,2024-11-28 19:21:36.070199+00,flora-d4-interno,24.8,42.7
29486,2024-11-28 19:40:56.504688+00,flora-d22-esquina,24.3,53.9
29773,2024-11-28 19:50:35.659018+00,secado-d4,24.9,41
30060,2024-11-28 20:04:04.308639+00,flora-d22-esquina,23.9,62.9
30243,2024-11-28 20:13:29.897556+00,flora-d22-esquina,23.9,63.9
30530,2024-11-28 20:28:01.366371+00,flora-d22-esquina,24.8,49.8
30817,2024-11-28 20:42:27.024164+00,flora-d22-esquina,24.9,48.6
31104,2024-11-28 20:56:58.234401+00,flora-d4-interno,24.9,43.5
31391,2024-11-28 21:10:43.878141+00,flora-d22-esquina,25.1,48.6
31678,2024-11-28 21:25:14.993443+00,flora-d4-interno,25,43.2
31785,2024-11-28 21:31:01.403486+00,flora-d4-interno,25,43.2
32072,2024-11-28 21:45:27.477308+00,flora-d22-esquina,25.1,47.9
32359,2024-11-28 21:59:58.661512+00,flora-d4-interno,22.7,51.5
32646,2024-11-28 22:13:55.760468+00,flora-d22-esquina,24.4,58
32933,2024-11-28 22:28:38.165322+00,flora-d4-interno,24.6,43.4
33220,2024-11-28 22:42:58.772763+00,flora-d22-esquina,25.3,48.2
33507,2024-11-28 22:57:30.296917+00,flora-d22-esquina,25.3,47.2
33629,2024-11-28 23:04:02.819992+00,flora-d4-interno,24.9,42.8
33916,2024-11-28 23:18:28.442331+00,flora-d4-interno,24.7,43
34203,2024-11-28 23:32:54.08313+00,flora-d4-interno,24.6,42.4
34490,2024-11-28 23:46:45.509925+00,flora-d22-esquina,25.1,46.9
34777,2024-11-29 00:00:13.349976+00,flora-d4-interno,23.1,52.9
35064,2024-11-29 00:14:39.200152+00,flora-d22-esquina,23.6,60
35351,2024-11-29 00:26:45.595675+00,secado-d4,24.9,42
35638,2024-11-29 00:37:09.62571+00,flora-d4-interno,23.1,39.9
35663,2024-11-29 00:39:11.332909+00,flora-d22-esquina,23.2,43.6
35924,2024-11-29 00:49:01.043863+00,flora-d22-esquina,23.1,43
36253,2024-11-29 01:00:40.929995+00,flora-d4-interno,22.7,39.8
36688,2024-11-29 01:24:09.337857+00,secado-d4,24.9,43
29017,2024-11-28 19:21:36.451915+00,flora-d22-esquina,24.9,48.3
29487,2024-11-28 19:41:00.043883+00,secado-d4,24.8,41
29774,2024-11-28 19:50:38.970677+00,flora-d4-interno,22.2,56.3
30061,2024-11-28 20:04:09.688466+00,flora-d4-interno,22,59.5
30244,2024-11-28 20:13:35.286941+00,flora-d4-interno,22.1,59.7
30531,2024-11-28 20:28:06.74726+00,flora-d4-interno,24.9,44.1
30818,2024-11-28 20:42:32.409843+00,flora-d4-interno,25,43.2
31105,2024-11-28 20:56:58.618286+00,flora-d22-esquina,25,48.4
31392,2024-11-28 21:10:49.265161+00,flora-d4-interno,24.9,43.5
31679,2024-11-28 21:25:15.381452+00,flora-d22-esquina,25.1,48.1
31786,2024-11-28 21:31:01.78945+00,flora-d22-esquina,25,47.7
32073,2024-11-28 21:45:32.861195+00,flora-d4-interno,25,42.7
32360,2024-11-28 21:59:59.04238+00,flora-d22-esquina,24.4,53.8
32647,2024-11-28 22:14:01.149754+00,flora-d4-interno,22.4,55.5
32934,2024-11-28 22:28:38.546173+00,flora-d22-esquina,24.8,48.4
33221,2024-11-28 22:43:04.157654+00,flora-d4-interno,24.9,43.8
33508,2024-11-28 22:57:35.684002+00,flora-d4-interno,24.9,43.2
33630,2024-11-28 23:04:03.207579+00,flora-d22-esquina,25.3,46.6
33917,2024-11-28 23:18:28.829321+00,flora-d22-esquina,25.2,46.6
34204,2024-11-28 23:32:54.464985+00,flora-d22-esquina,25.2,46.1
34491,2024-11-28 23:46:50.897162+00,flora-d4-interno,24.4,42.5
34778,2024-11-29 00:00:13.737009+00,flora-d22-esquina,24.9,54
35065,2024-11-29 00:14:44.580924+00,flora-d4-interno,22,57.4
35352,2024-11-29 00:26:46.165603+00,flora-d4-interno,23.2,40.7
35639,2024-11-29 00:37:10.006675+00,flora-d22-esquina,23.2,43.6
35664,2024-11-29 00:39:13.713907+00,secado-d4,24.9,43
35925,2024-11-29 00:49:06.429488+00,flora-d4-interno,22.9,39.7
36254,2024-11-29 01:00:41.318034+00,flora-d22-esquina,22.9,43.1
36689,2024-11-29 01:24:12.661104+00,flora-d4-interno,22.5,39.5
29018,2024-11-28 19:21:36.710563+00,secado-d4,24.9,41
29488,2024-11-28 19:41:02.239778+00,flora-d22-esquina,24.3,53.9
29775,2024-11-28 19:50:39.358914+00,flora-d22-esquina,24,59.6
30062,2024-11-28 20:04:10.069898+00,flora-d22-esquina,23.9,62.7
30245,2024-11-28 20:13:35.674768+00,flora-d22-esquina,23.9,64.1
30532,2024-11-28 20:28:07.134462+00,flora-d22-esquina,24.8,49.9
30819,2024-11-28 20:42:32.797142+00,flora-d22-esquina,24.9,48.3
31106,2024-11-28 20:57:04.032292+00,flora-d4-interno,24.8,43.4
31393,2024-11-28 21:10:49.652343+00,flora-d22-esquina,25.1,48.9
31680,2024-11-28 21:25:20.768867+00,flora-d4-interno,25,43.2
31787,2024-11-28 21:31:07.178226+00,flora-d4-interno,25,43
32074,2024-11-28 21:45:33.241888+00,flora-d22-esquina,25.1,48.1
32361,2024-11-28 22:00:04.420187+00,flora-d4-interno,22.7,51.8
32648,2024-11-28 22:14:01.536679+00,flora-d22-esquina,24.4,57.6
32935,2024-11-28 22:28:43.934655+00,flora-d4-interno,24.6,43.3
33222,2024-11-28 22:43:04.538539+00,flora-d22-esquina,25.3,48.3
33509,2024-11-28 22:57:36.071813+00,flora-d22-esquina,25.3,46.8
33631,2024-11-28 23:04:08.596931+00,flora-d4-interno,24.9,42.8
33918,2024-11-28 23:18:34.219995+00,flora-d4-interno,24.7,42.8
34205,2024-11-28 23:32:59.871162+00,flora-d4-interno,24.6,42.4
34492,2024-11-28 23:46:51.278993+00,flora-d22-esquina,25.1,46.2
34779,2024-11-29 00:00:19.121976+00,flora-d4-interno,23.1,52.9
35066,2024-11-29 00:14:44.960935+00,flora-d22-esquina,23.6,59.8
35353,2024-11-29 00:26:46.551398+00,flora-d22-esquina,23.5,44.6
35640,2024-11-29 00:37:11.305356+00,secado-d4,24.9,43
35665,2024-11-29 00:39:16.718834+00,flora-d4-interno,23.1,39.8
35926,2024-11-29 00:49:06.816457+00,flora-d22-esquina,23.2,43.3
36255,2024-11-29 01:00:45.855183+00,secado-d4,25,43
36690,2024-11-29 01:24:13.044869+00,flora-d22-esquina,22.7,42.7
29019,2024-11-28 19:21:41.83745+00,flora-d4-interno,24.8,42.7
29489,2024-11-28 19:41:05.430095+00,secado-d4,24.9,41
29776,2024-11-28 19:50:41.046673+00,secado-d4,24.9,41
30063,2024-11-28 20:04:15.456639+00,flora-d4-interno,22,59.1
30246,2024-11-28 20:13:41.06174+00,flora-d4-interno,22.1,60.2
30533,2024-11-28 20:28:12.524013+00,flora-d4-interno,24.9,44.3
30820,2024-11-28 20:42:38.187439+00,flora-d4-interno,25,43.3
31107,2024-11-28 20:57:04.419249+00,flora-d22-esquina,25,48.3
31394,2024-11-28 21:10:55.039222+00,flora-d4-interno,25,43.6
31681,2024-11-28 21:25:21.150368+00,flora-d22-esquina,25.1,47.7
31788,2024-11-28 21:31:07.557949+00,flora-d22-esquina,25.1,47.4
32075,2024-11-28 21:45:38.631718+00,flora-d4-interno,25,42.6
32362,2024-11-28 22:00:04.807413+00,flora-d22-esquina,24.4,53.8
32649,2024-11-28 22:14:41.340217+00,flora-d4-interno,22.4,55.4
32936,2024-11-28 22:28:44.315175+00,flora-d22-esquina,24.9,48
33223,2024-11-28 22:43:09.926688+00,flora-d4-interno,24.9,43.8
33510,2024-11-28 22:57:41.459375+00,flora-d4-interno,24.9,43
33632,2024-11-28 23:04:08.984851+00,flora-d22-esquina,25.3,46.9
33919,2024-11-28 23:18:34.606835+00,flora-d22-esquina,25.2,47.2
34206,2024-11-28 23:33:00.253098+00,flora-d22-esquina,25.2,46.2
34493,2024-11-28 23:46:56.666976+00,flora-d4-interno,24.4,42.5
34780,2024-11-29 00:00:19.508895+00,flora-d22-esquina,24.9,54
35067,2024-11-29 00:14:50.34789+00,flora-d4-interno,22,57.5
35354,2024-11-29 00:26:50.983801+00,secado-d4,24.9,43
35641,2024-11-29 00:37:15.390203+00,flora-d4-interno,23.1,39.9
35666,2024-11-29 00:39:17.106797+00,flora-d22-esquina,23.2,43.7
35927,2024-11-29 00:49:08.645353+00,secado-d4,24.9,43
36256,2024-11-29 01:00:46.705992+00,flora-d4-interno,22.7,39.7
36691,2024-11-29 01:24:14.724911+00,secado-d4,24.9,43
29020,2024-11-28 19:21:42.097318+00,secado-d4,24.9,41
29490,2024-11-28 19:41:07.628764+00,flora-d4-interno,22.8,51
29777,2024-11-28 19:50:44.74391+00,flora-d4-interno,22.3,56.5
30064,2024-11-28 20:04:15.844319+00,flora-d22-esquina,23.9,63.1
30247,2024-11-28 20:13:41.44482+00,flora-d22-esquina,23.9,63.9
30534,2024-11-28 20:28:12.912231+00,flora-d22-esquina,24.8,49.7
30821,2024-11-28 20:42:38.575324+00,flora-d22-esquina,24.9,48.7
31108,2024-11-28 20:57:09.817442+00,flora-d4-interno,24.9,43.2
31395,2024-11-28 21:10:55.420385+00,flora-d22-esquina,25.1,49
31682,2024-11-28 21:25:26.537336+00,flora-d4-interno,25,43.1
31789,2024-11-28 21:31:12.940266+00,flora-d4-interno,25,43
32076,2024-11-28 21:45:39.018969+00,flora-d22-esquina,25.1,47.5
32363,2024-11-28 22:00:10.187144+00,flora-d4-interno,22.7,51.9
32650,2024-11-28 22:14:41.764322+00,flora-d22-esquina,24.4,57.5
32937,2024-11-28 22:28:49.703382+00,flora-d4-interno,24.6,43.4
33224,2024-11-28 22:43:10.307536+00,flora-d22-esquina,25.2,48.5
33511,2024-11-28 22:57:41.846941+00,flora-d22-esquina,25.4,46.7
